Customer_ID,Marketing_Channel,Acquisition_Cost,Revenue_First_30_Days,Customer_Lifetime_Value,Churned,Signup_Date,Region,Device,Age,Industry,Is_Repeat_Buyer,Engagement_Score
CUST00051,Referral,5.0,218.97,833.08,1,2025-02-08,Northeast,Mobile,58,Logistics,0,47.43
CUST00052,LinkedIn,91.44,362.89,737.31,0,2025-03-27,Northeast,Mobile,41,Retail,0,39.87
CUST00053,Email Campaign,21.82,184.49,532.42,1,2024-12-21,Midwest,Mobile,40,Construction,0,28.05
CUST00054,Organic Search,21.24,367.16,665.74,1,2025-03-02,Northeast,Mobile,60,Logistics,1,33.74
CUST00055,LinkedIn,98.14,340.23,809.01,1,2025-05-02,Northeast,Mobile,34,Healthcare,0,31.24
CUST00056,Organic Search,18.86,248.31,704.44,0,2025-03-25,West,Mobile,29,Retail,1,42.36
CUST00057,Organic Search,21.54,236.13,633.58,0,2025-04-15,Pacific,Mobile,60,Retail,1,80.4
CUST00058,Referral,16.98,279.77,831.77,0,2025-01-19,West,Mobile,62,Logistics,0,59.28
CUST00059,Organic Search,5.0,298.08,645.07,0,2025-02-07,West,Mobile,54,Manufacturing,1,23.11
CUST00060,Referral,20.7,329.18,947.36,0,2025-01-08,International,Mobile,62,Construction,1,60.82
CUST00061,Organic Search,5.0,336.29,736.69,1,2025-04-24,Northeast,Mobile,37,Construction,1,33.14
CUST00062,LinkedIn,101.9,279.59,716.03,0,2025-01-15,Northeast,Mobile,49,Retail,1,51.01
CUST00063,Email Campaign,18.42,293.81,595.04,0,2025-01-15,West,Mobile,50,Retail,1,51.35
CUST00064,LinkedIn,96.85,233.48,814.21,0,2025-04-07,West,Mobile,54,Logistics,0,75.56
CUST00065,Referral,23.41,279.31,1037.24,0,2025-04-20,Pacific,Mobile,48,Construction,1,49.83
CUST00066,Email Campaign,17.19,175.78,663.89,1,2024-11-30,Northeast,Tablet,44,Retail,1,33.38
CUST00067,Facebook Ads,56.87,170.04,463.14,1,2025-03-10,West,Mobile,53,Retail,0,38.03
CUST00068,Referral,5.0,266.59,848.21,0,2025-02-04,Northeast,Mobile,26,Logistics,1,73.39
CUST00069,Referral,24.14,347.1,639.12,0,2025-03-30,South,Tablet,35,Manufacturing,0,50.17
CUST00070,LinkedIn,75.66,302.88,626.91,0,2024-12-22,West,Desktop,55,Construction,1,81.67
CUST00071,Email Campaign,30.02,203.7,662.86,1,2025-03-17,International,Desktop,26,Retail,1,9.3
CUST00072,Facebook Ads,72.12,242.8,612.8,0,2024-12-30,South,Mobile,64,Logistics,1,52.78
CUST00073,Email Campaign,19.85,96.87,734.2,0,2025-03-21,International,Mobile,37,Construction,1,43.47
CUST00074,LinkedIn,74.86,267.04,793.73,0,2024-11-08,Northeast,Mobile,40,Manufacturing,0,74.33
CUST00075,Email Campaign,5.0,134.92,505.08,0,2025-02-28,Pacific,Mobile,33,Consulting,1,52.67
CUST00076,Google Ads,70.57,185.86,739.81,1,2025-01-30,Midwest,Mobile,43,Logistics,0,30.63
CUST00077,Organic Search,8.88,248.95,761.42,0,2024-11-26,Midwest,Mobile,36,Consulting,1,71.36
CUST00078,Facebook Ads,59.65,252.83,619.21,1,2025-01-14,Pacific,Mobile,47,Consulting,0,53.96
CUST00079,Google Ads,78.51,250.6,752.86,0,2024-11-03,West,Desktop,39,Consulting,1,74.53
CUST00080,Email Campaign,5.0,210.17,424.36,0,2025-01-22,South,Tablet,38,Retail,1,38.67
CUST00081,Organic Search,5.0,242.46,721.82,0,2024-11-23,International,Mobile,24,Healthcare,1,73.66
CUST00082,Referral,45.73,248.8,940.16,0,2025-02-01,Midwest,Desktop,40,Healthcare,1,84.7
CUST00083,Referral,27.11,265.53,758.48,0,2025-04-01,South,Tablet,27,Logistics,1,68.93
CUST00084,Google Ads,66.39,288.08,704.19,0,2025-04-08,West,Desktop,32,Consulting,1,50.61
CUST00085,Google Ads,77.97,307.26,929.52,1,2025-02-25,Northeast,Mobile,23,Consulting,0,28.88
CUST00086,LinkedIn,63.31,347.17,733.74,0,2025-02-20,Midwest,Tablet,40,Logistics,1,68.56
CUST00087,Facebook Ads,62.16,335.45,698.75,0,2025-04-16,South,Mobile,32,Manufacturing,0,71.46
CUST00088,Email Campaign,23.82,115.76,425.2,0,2025-01-29,International,Mobile,31,Construction,0,27.92
CUST00089,Email Campaign,25.06,171.16,583.57,0,2025-04-07,Northeast,Desktop,32,Consulting,1,43.05
CUST00090,LinkedIn,92.88,343.23,744.03,1,2025-03-30,International,Mobile,32,Retail,1,52.58
CUST00091,LinkedIn,84.88,399.01,788.01,1,2025-02-04,Northeast,Desktop,35,Construction,1,31.71
CUST00092,Email Campaign,10.58,222.94,565.34,1,2024-11-03,Midwest,Mobile,46,Consulting,1,10.63
CUST00093,Facebook Ads,72.01,229.6,396.19,0,2024-12-30,International,Mobile,59,Construction,1,44.88
CUST00094,Organic Search,29.98,181.02,578.95,0,2025-01-01,South,Mobile,61,Healthcare,1,35.8
CUST00095,Google Ads,47.11,371.62,871.47,1,2024-12-25,Northeast,Desktop,36,Healthcare,1,16.79
CUST00096,Google Ads,87.06,298.38,832.82,1,2025-04-16,Northeast,Mobile,54,Retail,0,45.15
CUST00097,Organic Search,25.1,280.1,665.25,1,2025-01-21,South,Mobile,52,Manufacturing,0,42.44
CUST00098,Email Campaign,37.57,153.32,817.44,0,2025-02-17,International,Mobile,25,Logistics,0,62.73
CUST00099,Google Ads,78.7,367.78,791.34,0,2025-02-20,Northeast,Tablet,26,Construction,0,88.15
CUST00100,Facebook Ads,58.88,266.32,559.31,0,2024-11-16,Pacific,Mobile,64,Healthcare,1,38.22
CUST00101,Email Campaign,16.81,332.18,479.72,1,2024-12-26,Pacific,Mobile,33,Retail,0,30.7
CUST00102,Google Ads,63.97,365.09,687.26,0,2025-05-04,South,Mobile,44,Logistics,0,52.57
CUST00103,LinkedIn,80.56,374.71,630.75,0,2024-11-19,Midwest,Desktop,30,Construction,1,82.94
CUST00104,Google Ads,74.75,365.94,729.0,1,2025-03-04,South,Desktop,59,Manufacturing,0,15.79
CUST00105,Email Campaign,27.7,159.08,349.72,0,2025-02-14,International,Mobile,45,Retail,1,56.09
CUST00106,Facebook Ads,70.39,215.09,509.31,0,2025-03-16,Midwest,Desktop,28,Logistics,0,49.19
CUST00107,Facebook Ads,82.77,168.53,610.99,0,2025-01-23,International,Tablet,28,Manufacturing,1,76.94
CUST00108,Organic Search,10.14,258.79,719.81,0,2025-02-05,International,Desktop,50,Healthcare,1,57.83
CUST00109,Facebook Ads,70.86,230.27,434.93,1,2025-03-04,International,Mobile,23,Logistics,0,40.51
CUST00110,Referral,14.36,101.59,864.35,0,2025-05-03,Midwest,Mobile,60,Manufacturing,0,63.57
CUST00111,LinkedIn,85.14,305.28,941.5,1,2025-04-18,South,Desktop,53,Retail,1,31.88
CUST00112,Facebook Ads,59.11,251.5,529.55,1,2025-03-09,Northeast,Desktop,29,Manufacturing,0,19.08
CUST00113,LinkedIn,74.75,344.47,677.79,0,2024-12-05,South,Desktop,53,Healthcare,0,70.69
CUST00114,LinkedIn,92.5,341.02,772.42,0,2025-04-08,International,Mobile,39,Construction,1,44.14
CUST00115,Email Campaign,5.0,288.23,375.85,0,2024-12-07,South,Tablet,44,Logistics,1,47.76
CUST00116,LinkedIn,75.24,370.78,737.27,1,2024-11-04,Midwest,Mobile,56,Healthcare,1,48.77
CUST00117,Google Ads,64.55,319.96,746.24,1,2024-11-24,Northeast,Mobile,53,Healthcare,0,46.55
CUST00118,Organic Search,31.55,293.61,637.71,1,2025-01-29,South,Mobile,25,Consulting,0,23.73
CUST00119,Google Ads,72.97,331.14,845.02,0,2025-01-10,West,Desktop,63,Retail,1,68.09
CUST00120,LinkedIn,84.08,234.87,902.92,0,2024-11-04,Northeast,Desktop,63,Logistics,1,67.09
CUST00121,Email Campaign,6.01,154.52,409.34,0,2024-12-26,Pacific,Desktop,28,Construction,1,72.67
CUST00122,Organic Search,6.77,317.15,658.13,0,2024-12-21,International,Mobile,64,Manufacturing,1,81.82
CUST00123,Google Ads,71.47,288.87,832.44,1,2025-02-26,International,Tablet,61,Consulting,0,28.13
CUST00124,LinkedIn,100.81,304.77,809.53,0,2025-03-18,International,Desktop,57,Construction,1,62.69
CUST00125,LinkedIn,82.84,305.97,837.46,0,2025-04-29,Pacific,Mobile,30,Manufacturing,1,44.27
CUST00126,LinkedIn,79.65,408.54,737.3,0,2024-12-11,West,Desktop,24,Consulting,1,87.19
CUST00127,Facebook Ads,69.86,220.28,621.75,0,2024-11-10,Midwest,Mobile,37,Manufacturing,0,89.19
CUST00128,Organic Search,18.17,290.93,828.63,1,2024-11-25,International,Tablet,46,Consulting,1,45.93
CUST00129,Email Campaign,28.55,251.43,514.49,0,2024-11-24,South,Mobile,37,Logistics,0,54.26
CUST00130,LinkedIn,82.72,256.16,691.89,1,2024-11-25,South,Mobile,44,Consulting,1,45.8
CUST00131,Email Campaign,28.57,64.38,634.79,0,2025-02-02,International,Mobile,55,Manufacturing,0,79.46
CUST00132,Referral,5.0,344.91,1044.42,0,2025-01-28,International,Mobile,25,Manufacturing,0,31.43
CUST00133,Organic Search,20.32,185.72,726.71,0,2025-03-10,Midwest,Desktop,56,Healthcare,0,73.34
CUST00134,Email Campaign,22.13,202.35,622.32,0,2025-03-29,International,Desktop,37,Healthcare,0,49.75
CUST00135,Google Ads,53.18,212.07,662.74,0,2025-01-26,Midwest,Desktop,35,Retail,1,71.9
CUST00136,Facebook Ads,64.55,287.2,440.87,1,2025-01-24,Midwest,Mobile,36,Retail,0,39.55
CUST00137,Referral,35.51,230.08,998.43,1,2025-02-21,Pacific,Desktop,32,Logistics,1,26.79
CUST00138,Referral,18.51,247.03,852.36,0,2025-03-03,West,Desktop,31,Consulting,1,68.96
CUST00139,Facebook Ads,55.84,244.8,651.53,0,2024-12-25,International,Desktop,30,Manufacturing,0,77.91
CUST00140,Referral,34.21,251.46,816.76,0,2024-12-09,Midwest,Mobile,59,Construction,1,67.07
CUST00141,Google Ads,47.54,256.08,731.9,0,2024-12-23,Northeast,Desktop,55,Retail,0,33.57
CUST00142,Facebook Ads,65.43,304.18,514.94,0,2025-02-10,International,Mobile,36,Logistics,1,61.57
CUST00143,Email Campaign,12.65,205.11,555.11,0,2025-03-12,Midwest,Tablet,49,Logistics,1,60.58
CUST00144,Referral,19.84,339.42,1152.69,0,2024-12-15,Midwest,Desktop,61,Construction,1,52.04
CUST00145,Email Campaign,5.0,223.13,524.0,0,2024-12-27,Pacific,Mobile,54,Manufacturing,1,64.58
CUST00146,Email Campaign,10.35,152.48,531.78,0,2024-12-17,International,Desktop,26,Manufacturing,0,50.56
CUST00147,Email Campaign,13.33,207.34,620.65,0,2024-11-21,West,Desktop,57,Construction,1,47.75
CUST00148,Referral,11.89,323.11,965.25,0,2024-11-08,West,Mobile,55,Retail,1,31.61
CUST00149,Organic Search,24.95,270.68,726.66,0,2025-03-15,South,Desktop,53,Consulting,0,53.98
CUST00150,Referral,8.15,260.06,977.04,0,2025-02-13,International,Mobile,57,Manufacturing,1,70.15
CUST00151,Google Ads,80.74,248.67,763.3,0,2025-03-27,International,Mobile,47,Healthcare,1,49.5
CUST00152,LinkedIn,74.13,415.54,910.37,0,2025-03-01,South,Desktop,50,Logistics,1,85.88
CUST00153,Facebook Ads,58.69,148.24,673.21,0,2025-02-27,Midwest,Mobile,55,Construction,0,76.2
CUST00154,Facebook Ads,45.52,140.06,644.0,1,2025-01-12,International,Mobile,53,Manufacturing,0,22.47
CUST00155,Referral,31.22,345.53,877.76,1,2025-02-16,South,Mobile,37,Manufacturing,1,12.8
CUST00156,Google Ads,51.53,271.67,866.35,1,2024-11-08,Midwest,Desktop,56,Manufacturing,0,16.06
CUST00157,Email Campaign,5.0,272.19,491.78,1,2025-03-11,International,Mobile,46,Consulting,1,46.76
CUST00158,Referral,27.08,316.13,945.99,0,2025-04-22,West,Mobile,45,Healthcare,0,69.11
CUST00159,LinkedIn,92.49,344.57,696.93,0,2024-11-13,West,Desktop,41,Manufacturing,1,59.25
CUST00160,Email Campaign,14.6,128.46,512.81,0,2024-12-30,International,Desktop,45,Consulting,1,49.78
CUST00161,Facebook Ads,79.63,230.75,632.85,1,2024-11-23,West,Mobile,32,Manufacturing,1,28.92
CUST00162,Referral,23.72,303.94,897.58,0,2024-11-14,Northeast,Mobile,38,Construction,1,51.43
CUST00163,Organic Search,6.77,262.38,552.75,0,2024-11-05,West,Desktop,61,Manufacturing,1,58.65
CUST00164,Facebook Ads,62.08,147.91,575.28,0,2024-11-20,Pacific,Mobile,47,Manufacturing,1,49.77
CUST00165,Email Campaign,16.95,146.87,598.89,0,2025-01-25,Pacific,Desktop,61,Logistics,1,69.35
CUST00166,Organic Search,28.12,277.9,739.33,1,2025-01-14,West,Mobile,28,Manufacturing,1,40.22
CUST00167,Facebook Ads,81.56,308.61,589.92,0,2025-04-13,Northeast,Mobile,63,Healthcare,1,82.48
CUST00168,Facebook Ads,66.5,328.37,570.17,1,2025-04-26,West,Mobile,40,Manufacturing,1,62.45
CUST00169,LinkedIn,69.68,293.54,861.87,0,2025-01-08,West,Mobile,39,Logistics,1,76.94
CUST00170,Referral,6.89,339.92,851.03,0,2025-02-12,Northeast,Desktop,56,Logistics,1,100.0
CUST00171,LinkedIn,66.55,301.49,766.34,1,2024-11-16,Midwest,Desktop,45,Construction,0,35.28
CUST00172,Google Ads,57.74,226.78,772.45,0,2024-11-04,Northeast,Tablet,55,Retail,1,75.71
CUST00173,Google Ads,53.67,271.36,830.05,0,2025-04-25,Pacific,Mobile,39,Retail,1,62.69
CUST00174,Referral,13.74,299.79,949.4,0,2025-04-11,International,Mobile,35,Retail,0,63.91
CUST00175,Referral,23.24,265.43,734.95,1,2025-02-06,International,Mobile,35,Healthcare,0,29.24
CUST00176,Facebook Ads,71.49,163.01,563.76,1,2025-01-08,Pacific,Desktop,23,Construction,1,13.2
CUST00177,Organic Search,10.17,255.31,538.15,0,2024-12-05,Northeast,Desktop,52,Retail,1,83.19
CUST00178,LinkedIn,59.05,332.71,774.07,0,2025-04-02,Northeast,Mobile,64,Healthcare,0,78.51
CUST00179,Email Campaign,7.58,134.77,640.45,0,2025-04-10,International,Tablet,33,Manufacturing,1,35.92
CUST00180,Referral,23.82,301.5,1003.03,0,2025-01-19,International,Mobile,41,Consulting,1,63.58
CUST00181,Organic Search,10.48,225.62,686.91,1,2024-12-28,International,Mobile,26,Construction,0,14.48
CUST00182,LinkedIn,97.16,358.59,751.91,0,2025-04-09,International,Desktop,55,Logistics,1,23.17
CUST00183,Email Campaign,15.68,220.01,514.8,0,2024-12-19,Northeast,Mobile,59,Manufacturing,1,34.89
CUST00184,Organic Search,5.0,292.21,727.66,0,2024-12-16,South,Mobile,26,Construction,0,50.24
CUST00185,LinkedIn,88.05,259.05,794.84,0,2025-04-11,Northeast,Desktop,39,Manufacturing,1,62.95
CUST00186,Google Ads,72.01,352.53,860.55,0,2024-12-11,West,Tablet,37,Construction,0,77.81
CUST00187,Referral,28.39,370.77,801.0,0,2024-12-16,International,Mobile,30,Retail,0,53.4
CUST00188,Organic Search,7.38,234.62,730.24,1,2024-11-13,Pacific,Tablet,25,Healthcare,1,18.22
CUST00189,Email Campaign,20.97,235.06,470.24,1,2024-12-18,Pacific,Desktop,45,Manufacturing,0,50.64
CUST00190,Referral,6.59,338.22,1033.81,0,2025-03-20,International,Mobile,40,Healthcare,1,83.8
CUST00191,Facebook Ads,44.47,234.82,470.69,0,2024-12-31,Northeast,Mobile,56,Manufacturing,1,50.99
CUST00192,Facebook Ads,72.69,284.89,914.2,1,2025-05-03,West,Mobile,23,Construction,0,30.5
CUST00193,Referral,6.1,197.73,1002.26,0,2024-12-16,South,Mobile,44,Healthcare,0,96.6
CUST00194,Facebook Ads,57.47,269.6,581.11,0,2025-01-29,West,Mobile,25,Healthcare,1,68.3
CUST00195,LinkedIn,70.11,264.82,817.99,0,2025-03-16,South,Desktop,57,Construction,0,80.88
CUST00196,LinkedIn,83.16,316.68,809.14,0,2025-02-11,Pacific,Mobile,31,Retail,0,79.72
CUST00197,Google Ads,64.19,255.22,693.32,1,2025-01-21,Midwest,Desktop,41,Manufacturing,0,37.92
CUST00198,Email Campaign,17.24,268.21,512.52,1,2024-12-06,Midwest,Desktop,43,Construction,1,23.56
CUST00199,Organic Search,7.16,280.06,749.96,0,2025-01-09,West,Mobile,63,Logistics,0,40.55
CUST00200,Google Ads,57.56,265.35,678.16,1,2024-11-29,South,Mobile,60,Construction,1,43.42
CUST00201,Facebook Ads,62.39,210.9,822.27,0,2024-12-09,South,Desktop,56,Healthcare,0,41.43
CUST00202,Referral,44.68,185.39,845.25,0,2025-01-01,Pacific,Mobile,28,Manufacturing,1,45.93
CUST00203,Organic Search,5.0,191.51,691.17,1,2024-11-13,Pacific,Mobile,56,Construction,0,68.7
CUST00204,Referral,13.82,374.82,1070.85,0,2025-01-14,South,Mobile,45,Retail,1,53.81
CUST00205,Google Ads,73.03,273.29,587.7,0,2024-11-14,International,Mobile,61,Logistics,1,68.45
CUST00206,Organic Search,5.0,339.05,556.28,0,2025-04-28,Pacific,Tablet,34,Construction,1,41.67
CUST00207,Facebook Ads,62.34,172.21,633.09,0,2025-05-03,Midwest,Mobile,24,Manufacturing,1,72.5
CUST00208,LinkedIn,78.56,293.57,604.89,0,2025-02-04,International,Mobile,57,Consulting,0,50.57
CUST00209,Email Campaign,28.11,234.72,467.32,0,2025-01-25,South,Tablet,37,Retail,1,42.15
CUST00210,LinkedIn,56.64,295.04,724.67,0,2025-02-06,Midwest,Mobile,41,Healthcare,1,71.84
CUST00211,Google Ads,71.92,284.54,763.35,1,2025-04-27,International,Mobile,55,Healthcare,0,27.71
CUST00212,Google Ads,67.09,279.61,634.33,0,2024-11-26,Northeast,Mobile,30,Construction,1,36.93
CUST00213,Facebook Ads,54.49,290.66,644.9,0,2025-05-02,International,Desktop,58,Manufacturing,1,52.04
CUST00214,Google Ads,44.85,301.41,969.19,1,2025-01-25,Northeast,Mobile,63,Manufacturing,1,40.21
CUST00215,Referral,25.68,309.98,849.29,0,2025-02-09,West,Mobile,23,Logistics,1,56.45
CUST00216,LinkedIn,87.12,326.01,727.78,0,2025-01-27,West,Mobile,52,Logistics,1,99.44
CUST00217,Referral,33.9,307.89,901.04,0,2025-03-01,West,Mobile,46,Construction,1,40.32
CUST00218,Organic Search,9.39,207.42,541.87,0,2025-02-18,Northeast,Mobile,33,Consulting,0,60.54
CUST00219,LinkedIn,61.98,287.67,511.17,0,2024-12-19,Northeast,Tablet,27,Logistics,1,64.4
CUST00220,Email Campaign,15.49,188.46,368.77,0,2025-04-29,West,Desktop,55,Consulting,1,36.56
CUST00221,Facebook Ads,61.49,233.15,538.66,1,2025-03-30,Pacific,Mobile,54,Manufacturing,0,25.46
CUST00222,LinkedIn,64.66,365.62,849.95,0,2024-12-01,Pacific,Tablet,58,Healthcare,0,94.33
CUST00223,Email Campaign,5.0,188.76,382.99,1,2025-04-13,Pacific,Mobile,58,Construction,0,2.97
CUST00224,Google Ads,67.67,247.68,788.7,1,2024-11-13,Midwest,Desktop,60,Healthcare,0,50.51
CUST00225,Organic Search,19.35,235.31,580.56,0,2025-01-11,Northeast,Mobile,53,Retail,1,67.69
CUST00226,Email Campaign,16.2,151.35,619.66,0,2025-01-30,Northeast,Mobile,47,Manufacturing,1,57.62
CUST00227,Referral,16.1,307.69,1009.16,0,2024-12-07,International,Mobile,50,Healthcare,1,68.0
CUST00228,Google Ads,72.85,310.35,864.23,0,2025-01-25,Midwest,Mobile,50,Healthcare,1,43.19
CUST00229,Organic Search,9.12,267.64,758.82,0,2024-12-07,West,Mobile,29,Retail,0,67.63
CUST00230,LinkedIn,93.02,398.08,803.2,0,2025-03-16,International,Mobile,53,Retail,0,48.7
CUST00231,Referral,13.96,276.21,1009.31,0,2024-12-29,Northeast,Mobile,38,Construction,0,68.63
CUST00232,Facebook Ads,51.98,314.94,501.91,1,2025-04-20,South,Desktop,28,Logistics,1,10.08
CUST00233,Google Ads,59.23,211.07,875.52,0,2025-05-03,Midwest,Desktop,31,Consulting,1,62.83
CUST00234,Organic Search,19.96,222.16,557.82,0,2024-12-20,Pacific,Tablet,57,Manufacturing,1,82.52
CUST00235,Google Ads,76.42,361.23,691.66,1,2024-11-11,West,Desktop,42,Construction,0,30.58
CUST00236,Referral,9.89,276.64,983.16,0,2025-01-02,South,Mobile,53,Manufacturing,1,59.58
CUST00237,Referral,16.35,238.04,795.52,0,2025-03-30,Northeast,Mobile,46,Manufacturing,1,30.5
CUST00238,Organic Search,13.15,251.68,695.41,0,2024-12-20,South,Desktop,42,Logistics,1,90.64
CUST00239,Google Ads,73.04,313.29,833.76,0,2025-03-15,Midwest,Tablet,29,Consulting,0,47.8
CUST00240,Email Campaign,5.0,211.71,485.3,0,2025-03-03,Northeast,Tablet,46,Construction,0,54.53
CUST00241,LinkedIn,84.0,287.43,747.14,0,2025-03-01,Pacific,Mobile,45,Retail,1,68.8
CUST00242,Referral,34.78,255.22,966.0,0,2025-03-21,Pacific,Desktop,44,Healthcare,1,81.53
CUST00243,Facebook Ads,63.29,295.01,537.76,0,2025-02-14,Pacific,Mobile,37,Manufacturing,0,67.17
CUST00244,Google Ads,75.39,317.08,664.45,1,2025-01-06,West,Mobile,55,Healthcare,0,20.69
CUST00245,LinkedIn,96.7,339.73,680.41,0,2025-04-02,International,Mobile,34,Retail,1,66.67
CUST00246,LinkedIn,91.97,324.15,831.25,0,2024-12-05,West,Desktop,55,Healthcare,0,64.79
CUST00247,Organic Search,21.26,299.2,689.39,0,2025-01-05,West,Desktop,25,Consulting,1,78.33
CUST00248,Google Ads,82.11,330.95,704.19,1,2025-04-27,West,Mobile,61,Healthcare,0,24.63
CUST00249,LinkedIn,75.84,260.96,898.05,0,2025-01-24,Northeast,Tablet,24,Manufacturing,1,56.16
CUST00250,Email Campaign,30.42,300.3,706.15,0,2025-04-29,Northeast,Desktop,39,Consulting,1,78.13
